Name,Price,Stars,Score,SpokenLanguages,Reviews,Location,Sparkling clean,NewlyBuilt,ExcellentView,Check In 24/7,AirportTransfer,Front Desk,Valet Parking,Free WiFi In All Rooms,Swimming Pool,Bar,Coffee,DailyHousekeeping,Golf,Kids club,Booked today,Real Guest Cleanlines Score,Real Guest Facilities Score,Real Guest Location Score,Real Guest Service Score,Real Guest Value for money Score,Origin
i AM O TEL,196,3.0,8.4,"English, Burmese, Chinese [Cantonese], Russian, Thai",9,"85/6 Rat -U-Thit 200 Pee Road, Patong, Phuket, Thailand, 83150",0,1,0,1,1,1,0,1,1,0,0,1,0,0,0.0,8.8,7.8,8.5,8.5,8.3,Phuket
patong holiday dream,43,3.0,7.7,"English, French, Thai",71,"27 Ratchapathanuson Road, Patong,, Patong, Phuket, Thailand, 83150",0,0,0,1,1,1,0,1,0,1,0,1,0,0,0.0,6.5,6.3,8.5,8.3,6.9,Phuket
Sabina Guesthouse Kamala Beach,266,1.0,8.5,"English, Thai",127,"86/11 Moo.3 Kamala beach, Soi.9 Rim-Had Road, Kathu, Kamala, Phuket, Thailand, 83150",0,0,0,0,1,0,0,1,0,0,1,1,1,0,0.0,8.2,7.7,8.3,7.1,8.3,Phuket
Bauman Ville Hotel,114,2.5,8.2,"English, Chinese [Mandarin], French, German, Thai, Turkish, Vietnamese",240,"158/44 Nanai Road,, Patong, Phuket, Thailand, 83150",0,0,0,1,1,1,0,0,1,1,1,1,0,0,0.0,8.3,7.4,7.2,8.3,8.7,Phuket
Be Leaf Resort SHA,48,3.0,9.1,"English, Thai",49,"Tonsai Waterfall Road, Thalang, Phuket, Thailand, 83110",1,0,0,0,0,0,0,1,1,0,0,1,0,0,0.0,9.3,8.8,8.4,8.8,8.7,Phuket
Himmapana Villas - Terraces - SHA Extra Plus,239,0.0,9.1,"English, Thai",43,"Kamala Soi 8 Himmapana Villas - Terraces, Kamala, Phuket, Thailand, 83120",1,0,0,0,1,0,0,1,1,0,0,0,1,0,0.0,9.7,9.3,7.8,9.7,9.6,Phuket
Phuket Golden Sand Inn - SHA Extra Plus,39,2.0,8.5,"English, Thai",351,"556 Moo 1, Karon Beach, Phuket, Karon, Phuket, Thailand, 83100",0,0,0,0,1,1,0,1,1,0,0,0,0,0,0.0,8.3,8.0,9.4,8.4,9.2,Phuket
Bungalows@Maikhao,58,0.0,8.9,"English, Thai",29,"Mai Khao, Phuket, Thailand",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,9.1,8.7,8.3,9.0,9.9,Phuket
Karon Cafe' Inn,69,2.5,7.9,"English, Burmese, Thai",162,"526/17 Patak Road, Karon, Phuket, Thailand, 83100",0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.0,7.8,7.3,8.1,7.5,7.9,Phuket
Modern MBC condo near the beach,100,0.0,7.7,"English, Russian",5,"Mai Khao, Phuket, Thailand",0,0,0,0,0,0,0,1,1,0,0,0,1,0,0.0,6.7,6.7,5.0,6.7,5.8,Phuket
At night Airport Resort,55,2.5,8.2,"English, Thai",195,"136 moo.1, Kokmood Rd. soi.Naiyang13/2, Tambon.Sakoo, Amphur.Thalang, Phuket Airport, Phuket, Thailand, 83110",0,0,0,1,0,1,0,1,0,0,0,1,0,0,0.0,8.4,8.1,7.6,8.4,8.6,Phuket
Private Pool Villa 4 Bedrooms,697,4.5,9.2,"English, Thai",70,"Chalong, Phuket, Thailand",1,0,0,0,1,0,0,1,0,0,0,1,1,0,0.0,8.1,8.2,7.6,8.2,8.1,Phuket
MT Hotel Patong (SHA Certified),90,3.0,7.5,"English, Thai",155,"24/10 Pisitkaranee Rd., Patong, Phuket, Thailand, 83150",0,0,0,1,1,1,0,1,1,0,0,1,0,0,0.0,8.1,7.5,6.2,7.8,8.3,Phuket
Dwell Phuket Airport,79,3.0,8.5,"English, Thai",90,"129/96-97 Soi.Nai Yang 2 Moo.1, Thalang, Phuket Airport, Phuket, Thailand, 83110",0,0,0,0,0,0,1,1,0,0,0,1,1,0,0.0,8.0,8.0,8.0,8.0,8.0,Phuket
Phuket Fortune Airport Hotel,137,5.0,6.4,"English, Thai",4,"48 Thep Krasat Tri-Nai Yang Rd, Phuket Airport, Phuket, Thailand, 83110",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,6.0,6.0,6.0,6.0,4.7,Phuket
Baan Sabai Hotel,228,2.5,8.2,"English, Thai",35,"39/59-60 Moo 1 T.Rawai, Nai Harn Beach, Phuket, Thailand, 83130",1,0,0,0,1,1,0,1,1,0,0,1,0,0,0.0,9.4,8.3,7.7,8.5,8.9,Phuket
Kata View Guesthouse,45,2.0,8.2,"English, Thai",442,"96 Kokthanod Road, Kata, Phuket, Thailand, 83100",0,0,0,0,1,0,0,0,0,1,1,0,0,0,0.0,8.8,7.8,7.9,8.0,8.6,Phuket
Easy Loft Hostel,112,0.0,8.7,"English, Thai",5,"229/74, Surin Soi 3, Talat Yai, Mueang, Phuket Town, Phuket, Thailand, 83000",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,8.3,7.9,7.0,8.6,8.5,Phuket
Cocoo-n Soi Sansabai Hotel,56,3.0,8.9,English,2,"171, 8 Soi Sansabai, Pa Tong, Kathu District, Phuket, Patong, Phuket, Thailand, 83150",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,7.5,5.0,10.0,7.5,7.5,Phuket
saithong guesthouse,59,0.0,7.5,"English, German",32,"43/122 ห.7 ต.ราไวย์ อ.เมือง จ.ภูเก็ต อาคาร, Rawai, Phuket, Thailand, 83130",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,7.2,6.8,7.4,7.1,8.8,Phuket
Beach Houses,149,4.0,7.8,"English, Thai",10,"Rawai, Phuket, Thailand",0,0,0,0,1,0,0,1,1,0,0,0,0,0,0.0,7.3,7.3,9.3,7.5,8.8,Phuket
B Happy Resort,602,3.0,9.0,"English, Burmese, German, Thai",95,"67,17 Moo 4, Kamala, Phuket, Thailand, 83150",1,0,0,0,0,0,0,1,1,1,1,1,0,0,0.0,10.0,10.0,10.0,10.0,10.0,Phuket
Les Palm Beach Front Koh Yao Yai,173,0.0,9.2,"English, Burmese, Chinese [Mandarin], Russian, Thai",12,"128 Moo.7, Prunai, Ban Lo Pa Ret,, Koh Yao Yai, Phuket, Thailand, 83000",1,0,0,1,1,1,0,0,1,1,1,1,0,1,0.0,9.8,9.6,9.8,9.3,9.6,Phuket
Sea Song Inn,295,2.0,7.5,"English, French, Thai",9,"68/31 Kamala, Kathu District, Phuket 83120, Thailand, Kamala, Phuket, Thailand, 83120",0,0,0,0,1,0,0,1,0,1,0,1,0,0,0.0,7.8,6.5,7.8,8.0,6.8,Phuket
Cocoo-n Soi Sansabai Hotel,67,3.0,8.9,English,2,"171, 8 Soi Sansabai, Pa Tong, Kathu District, Phuket, Patong, Phuket, Thailand, 83150",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,7.5,5.0,10.0,7.5,7.5,Phuket
saithong guesthouse,63,0.0,7.5,"English, German",32,"43/122 ห.7 ต.ราไวย์ อ.เมือง จ.ภูเก็ต อาคาร, Rawai, Phuket, Thailand, 83130",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,7.2,6.8,7.4,7.1,8.8,Phuket
The Umbrella House (SHA Plus+),50,2.0,9.6,"English, Thai",92,"73/185 M.3 Kamala Beach ,Kathu ,Phuket, Kamala, Phuket, Thailand, 83150",1,0,0,1,0,0,0,1,1,0,0,0,0,0,0.0,10.0,9.0,9.1,10.0,9.3,Phuket
Beach Houses,56,4.0,7.8,"English, Thai",10,"Rawai, Phuket, Thailand",0,0,0,0,1,0,0,1,1,0,0,0,0,0,0.0,7.3,7.3,9.3,7.5,8.8,Phuket
B Happy Resort,139,3.0,9.0,"English, Burmese, German, Thai",95,"67,17 Moo 4, Kamala, Phuket, Thailand, 83150",1,0,0,0,0,0,0,1,1,1,1,1,0,0,0.0,10.0,10.0,10.0,10.0,10.0,Phuket
Les Palm Beach Front Koh Yao Yai,103,0.0,9.2,"English, Burmese, Chinese [Mandarin], Russian, Thai",12,"128 Moo.7, Prunai, Ban Lo Pa Ret,, Koh Yao Yai, Phuket, Thailand, 83000",1,0,0,1,1,1,0,0,1,1,1,1,0,1,0.0,9.8,9.6,9.8,9.3,9.6,Phuket
Sea Song Inn,35,2.0,7.5,"English, French, Thai",9,"68/31 Kamala, Kathu District, Phuket 83120, Thailand, Kamala, Phuket, Thailand, 83120",0,0,0,0,1,0,0,1,0,1,0,1,0,0,0.0,7.8,6.5,7.8,8.0,6.8,Phuket
Eco Hostel,117,2.0,8.6,"English, Chinese [Mandarin], Japanese, Thai",221,"156/44 Phangnga Road, Phuket Town, Phuket, Thailand, 83000",0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.0,8.7,8.1,8.3,8.5,9.0,Phuket
Phuket Sirinapha Resort,189,2.0,9.2,"English, Thai",231,"Soi Naiyang 13/1 (Khok Mood) Moo 1 Sakhu Thalang Phuket, Phuket Airport, Phuket, Thailand, 83110",1,0,0,1,0,1,0,1,0,0,0,1,0,0,0.0,9.4,8.9,8.7,9.6,9.6,Phuket
The Silk Hill Hotel,438,3.0,8.2,"Japanese, Thai",102,"148/6-10 Soi Nanai Villa, Nanai Road,, Patong, Phuket, Thailand, 83150",0,0,0,0,1,0,0,1,1,0,1,1,0,0,0.0,8.8,7.8,7.2,9.0,8.7,Phuket
168Hostel Airport@Phuket,55,0.0,9.6,"English, Thai",17,"Phuket Airport, Phuket, Thailand",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,9.2,9.4,9.8,9.8,10.0,Phuket
Baan Lukkan Hostel,292,2.0,6.2,Thai,10,"191 Soi Na Nai patong beach kathu, Patong, Phuket, Thailand, 83150",0,0,0,0,1,0,0,1,0,0,1,1,0,0,0.0,6.2,5.6,5.4,7.0,6.6,Phuket
Pension Zum Ross,399,2.0,9.4,"English, German, Thai",13,"528/18, Patak Rd., Karon, Muang, Phuket, Karon, Phuket, Thailand, 83100",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,9.0,8.8,10.0,9.4,10.0,Phuket
Thuan Resort Phuket,138,2.0,9.2,"English, French, Thai",2,"23/109 Moo 1 Soi Naya, Rawai, Phuket 83130, Nai Harn Beach, Phuket, Thailand, 83130",1,0,0,0,1,0,0,1,0,1,0,1,1,0,0.0,10.0,10.0,10.0,10.0,6.0,Phuket
Niramaya Villa & Wellness Resort,116,4.0,8.6,"English, German, Thai",185,"29/9 Moo 5 Phang Nga, Koh Yao Noi, Phuket, Thailand, 82160",0,0,0,0,1,0,0,1,1,1,1,1,0,0,0.0,8.8,8.2,8.6,9.5,9.2,Phuket
Happy Mountain Airport Resort,96,2.0,9.3,"English, Thai",5,"9/39, Moo 1, Soi Naiyang 13/3, Sakhu, Thalang, Phuket, Phuket Airport, Phuket, Thailand, 83110",1,0,0,0,0,0,0,1,0,0,1,1,0,0,0.0,9.6,8.8,8.8,9.2,10.0,Phuket
Mr.T Kamala Room,79,4.0,8.4,"English, Thai",30,"Kamala, Phuket, Thailand",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,9.0,8.4,8.2,8.5,9.2,Phuket
Fluid PHUKET,67,0.0,9.4,"English, Chinese [Mandarin], Thai",15,"Phuket Town, Phuket, Thailand",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,9.2,9.4,9.2,9.2,10.0,Phuket
The Auto Place,68,2.0,8.6,"English, Thai",30,"369/59 Yowarat Rd. Talad Yai, Phuket Town, Phuket, Thailand, 83000",0,0,0,0,1,1,0,1,0,0,1,1,0,0,0.0,8.8,7.5,9.1,8.0,8.6,Phuket
Honey Resort,84,3.0,7.7,"English, Thai",496,"100/69 Kata Road, Muang, Kata, Phuket, Thailand, 83100",0,0,0,0,1,1,0,1,0,0,0,1,0,0,0.0,7.9,7.0,8.0,8.0,7.8,Phuket
Wolin Lemon Tree Resort,80,0.0,8.8,"English, Chinese [Mandarin], Thai",14,"R829+4VP, Rawai, Mueang Phuket District, Phuket 83100, Nai Harn Beach, Phuket, Thailand, 83100",1,0,0,0,0,0,0,1,1,1,0,1,0,0,0.0,9.1,9.0,8.6,8.4,9.1,Phuket
Baan Taranya Resort (SHA Extra Plus),99,3.0,8.1,"English, Chinese [Mandarin], German, Thai",526,"69/8 Moo.4 Baan Klong Bon, Koh Yao Yai Sub-district, Koh Yao District, Phang-nga Province, Koh Yao Yai, Phuket, Thailand, 82160",0,0,0,0,1,0,0,0,0,1,1,0,0,0,0.0,8.6,7.8,7.5,7.7,8.2,Phuket
Blue Beach Apartment SHA Extra Plus,89,4.5,7.5,"English, Chinese [Mandarin]",54,"Rawai, Phuket, Thailand",0,0,0,0,1,0,0,1,1,0,0,0,0,0,0.0,7.6,7.1,6.6,7.7,7.4,Phuket
Lucky Patong Inn Hotel,104,3.0,8.6,"English, Chinese [Mandarin], Thai",24,"157/2 Nanai Road, Kathu, Patong, Phuket, Thailand, 83150",0,0,0,0,1,1,0,1,0,1,1,1,0,0,0.0,8.7,8.1,8.4,9.0,8.9,Phuket
Sun Hill Hotel (SHA Plus+),82,3.0,8.5,"English, French, German, Thai",231,"245/2 Nanai Road, Patong, Phuket, Thailand, 83150",0,0,0,0,1,1,1,1,1,1,1,0,0,0,0.0,8.8,7.9,7.4,8.6,8.6,Phuket
Lamai Guesthouse,47,2.0,7.5,"English, Thai",299,"1 Sirirat Rd, Patong, Phuket, Thailand, 83150",0,0,0,0,1,1,0,1,0,1,1,1,0,0,0.0,7.8,7.6,7.0,7.4,7.6,Phuket
P.S 2 Resort (SHA Plus+),121,3.0,7.7,"English, Thai",180,"21 Rath-U-Thit Road,Kathu, Patong, Phuket, Thailand, 83150",0,0,0,0,1,1,0,1,0,0,1,1,0,0,0.0,7.8,7.0,7.5,7.5,7.6,Phuket
GO INN Patong Beach,67,3.0,8.8,"English, Thai",80,"4/1 Rat-U-Thit 200 Pee Road, Patong, Kathu, Phuket , Patong, Phuket, Thailand, 83150",0,0,0,1,0,1,0,0,0,0,0,1,0,0,0.0,8.0,10.0,9.0,10.0,9.0,Phuket
Phuket Wake Park Apartments,145,1.5,8.0,"English, Russian, Thai",35,"86/3 Moo6, Vichitsongkram Road, Kathu, Phuket, Thailand, 83120",0,0,0,1,1,0,0,0,1,1,1,1,0,1,0.0,8.5,9.1,7.6,6.3,7.2,Phuket
Charcoal Panwa Beach (SHA),46,0.0,8.8,"English, Thai",16,"101, Moo8 Sakdidet Wichit Mueang, Phuket, Panwa Cape, Phuket, Thailand, 83000",1,0,0,0,1,0,0,1,1,0,0,1,0,0,0.0,9.3,8.8,8.7,9.2,9.2,Phuket
Chez Charly Bungalow,122,3.0,8.4,"English, French, Lao, Thai",132,"65/6 Moo 5 Tambol Sakoo, Naiyang Beach, Phuket, Thailand, 83110",1,0,0,0,1,0,1,0,0,1,1,1,1,0,0.0,9.2,8.1,7.5,8.9,9.0,Phuket
"Villa Bangtao beach,Phuket 3 Bedroom 6 guests",462,0.0,9.7,"English, Thai",8,"Bang Thao, Phuket, Thailand",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,9.6,9.6,9.2,10.0,10.0,Phuket
Garden Home Kata,49,3.0,8.4,"English, Thai",322,"5 Patak road. Soi.Patak10 Karon, Muang, Kata, Phuket, Thailand, 83100",0,0,0,0,1,0,0,1,0,1,1,1,0,0,0.0,8.5,8.1,8.0,8.0,8.8,Phuket
Garden Home Kata,61,3.0,8.4,"English, Thai",322,"5 Patak road. Soi.Patak10 Karon, Muang, Kata, Phuket, Thailand, 83100",0,0,0,0,1,0,0,1,0,1,1,1,0,0,0.0,8.5,8.1,8.0,8.0,8.8,Phuket
Phuket Airport Sonwa Resort,57,3.0,8.0,"English, Thai",174,"76/21 Moo 5., Sakoo, Thalang, Phuket, 83110, Thailand, Phuket Airport, Phuket, Thailand, 83110",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,8.4,7.6,7.5,7.9,8.5,Phuket
Pool Access 89 @ Rawai Hotel (SHA Extra Plus),192,3.5,9.0,"English, French, Thai",45,"183/2 Moo.6 Soi Khokmakham,Rawai Beach, Rawai, Phuket, Thailand., Rawai, Phuket, Thailand, 83130",1,0,0,0,0,0,0,1,1,1,0,1,0,0,0.0,9.2,8.2,8.3,9.2,9.2,Phuket
Airee Mini House,586,0.0,9.6,"English, Thai",44,"82/3 Moo.3 Cherngtalay, Talang, Phuket, 83110, Bang Thao, Phuket, Thailand, 83120",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,9.9,9.4,9.5,9.7,10.0,Phuket
West facing 3br Boutique Pool Villa by Intira Villas,113,4.5,8.4,"English, Chinese [Mandarin], French, Swedish, Thai",9,"Rawai, Phuket, Thailand",0,0,0,0,1,0,0,1,1,0,1,0,0,0,0.0,8.8,9.1,7.5,9.1,9.1,Phuket
Patong Rose Guesthouse,93,2.0,7.9,"English, Thai",238,"patongrose guest house 92/10-11 wattana soi, Thaweewong road, Khatu, Patong, Phuket. 83150, Patong, Phuket, Thailand, 83150",0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.0,7.7,6.8,9.0,7.9,8.1,Phuket
Ra Residence Phuket,511,4.5,8.1,"English, Thai",52,"Chalong, Phuket, Thailand",0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.0,8.5,7.3,8.2,8.2,8.0,Phuket
Suntalee House,98,3.0,9.1,"English, Thai",83,"65/12, Moo 5, Tambon Sakoo, Amphoe Thalang, Phuket, Naiyang Beach, Phuket, Thailand, 83110",1,0,0,0,0,1,0,1,0,0,0,1,0,0,0.0,9.2,8.8,8.6,9.3,9.9,Phuket
Snoozy - our cozy home,118,4.0,9.3,"English, Thai",119,"Phuket Town, Phuket, Thailand",1,0,0,1,0,0,0,1,0,0,1,1,0,0,0.0,9.7,9.6,9.9,9.5,9.8,Phuket
Tuscany Kata Guesthouse,152,2.0,8.6,"English, French, German, Italian, Thai",40,"211 Khok Tanod Road, Kata, Phuket, Thailand, 83100",0,0,0,0,1,1,0,1,0,1,1,1,0,0,0.0,8.7,8.0,8.7,8.3,9.1,Phuket
Andaman Place,90,2.0,2.8,"English, Thai",2,"102 Thepkrasatree Rd, Thalang, Phuket, Thailand, 83110",0,0,0,0,1,0,0,1,0,1,0,1,0,0,0.0,2.5,2.5,3.8,3.8,3.8,Phuket
iCheck inn Chill Patong,39,3.0,7.7,"English, Thai",170,"18 - 18/3 Rat-u-thit 200 pee Rd. , Patong, Phuket, Thailand, 68150",0,0,0,0,1,1,0,1,0,0,0,1,0,0,0.0,7.8,6.9,7.9,7.8,8.0,Phuket
Bangtao Guest House,283,2.0,8.7,"English, Thai",72,"206/10 Moo 2, Cheong Thale, Thalang, Phuket, Surin, Phuket, Thailand, 83110",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,8.8,8.5,7.8,8.9,9.7,Phuket
Malinee Villa Phuket,67,5.0,9.8,"English, Thai",15,"Bang Thao, Phuket, Thailand",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,9.8,10.0,9.1,9.8,10.0,Phuket
Phuket Nonnita Boutique Resort (SHA Extra Plus),72,2.5,9.1,"English, Thai",169,"33/5 Soi Thepanusorn, Tumbon Vichit, Aumphor Muang, Phuket Town, Phuket, Thailand, 83000",1,0,0,0,0,0,1,1,1,0,0,1,0,0,0.0,9.0,8.7,8.4,8.9,9.0,Phuket
Searocco Phuket,38,3.0,8.7,"English, Thai",94,"32/5 Thanon Hasippi, Patong, Phuket, Thailand, 83150",1,0,0,1,1,0,1,1,1,1,0,1,1,0,0.0,10.0,9.0,8.0,9.0,9.5,Phuket
Thalassa pool Kata Beach,496,0.0,9.2,"English, French, Thai",5,"98/39 Patak Road beach group kata, Kata, Phuket, Thailand, 83100",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,8.8,8.5,8.8,8.9,9.2,Phuket
Da Mario Hotel and Restaurant,81,2.0,7.5,"English, French, Italian, Portuguese, Spanish, Thai",73,"526/19-20 Soi Islandia, Patak Road, Karon, Phuket, Thailand, 83100",0,0,0,0,1,0,0,1,0,1,1,1,0,0,0.0,7.4,6.7,7.7,8.0,7.8,Phuket
Chalong Princess Pool Villa Resort (SHA Extra Plus),117,3.5,8.8,"English, Thai",44,"10/96 Moo 5, Soi Ta-iad, Chalong, Phuket, Thailand, 83130",1,0,0,0,1,1,0,1,0,1,1,1,0,0,0.0,9.0,8.3,9.0,8.0,8.4,Phuket
Trichada Villas,57,3.0,7.7,"English, Filipino, French, Swedish, Thai",64,"Soi Pasak 4/1, Bang Thao, Phuket, Thailand, 83110",0,0,0,0,1,0,1,0,1,0,0,0,1,0,0.0,8.0,7.8,7.0,8.1,8.5,Phuket
Hotel De Karon (SHA Extra Plus),143,3.0,7.9,"English, Thai",74,"526/27-33 Patak Rd., Karon, Phuket, Thailand, 83100",0,0,0,0,1,1,0,1,0,1,1,1,0,0,0.0,8.0,7.1,8.2,7.0,8.4,Phuket
Baan Boa Guest House,65,1.0,9.0,English,117,"186/2 Pisitkorranee Rd., T.Patong,A.kathu Phuket Thailand, Patong, Phuket, Thailand, 83150",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,9.1,8.9,8.4,8.9,9.8,Phuket
Karon Butterfly Residence,60,3.5,7.5,"English, Arabic, French, Italian, Thai",40,"266/16 Patak Road Karon, Karon, Phuket, Thailand, 83100",0,0,0,1,0,0,0,1,1,1,1,0,0,0,0.0,7.5,7.7,7.0,9.2,7.7,Phuket
Baan Ketkeaw Guest House 2,47,2.0,6.5,"English, Hindi, Russian, Thai",29,"32 Sainumyen Rd, Patong, Kathu, Thailand, Patong, Phuket, Thailand, 83150",0,0,0,0,1,1,0,1,0,1,1,1,0,0,0.0,6.0,5.8,7.2,6.0,7.2,Phuket
Relaxation guesthouse,188,0.0,8.2,"English, Chinese [Mandarin], Thai",3,"Thalang, Phuket, Thailand",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,10.0,10.0,10.0,7.5,10.0,Phuket
Baan Andaman Sea Surf,420,3.0,8.8,"English, German, Thai",76,"Soi Prabaramee 3 Patong Krathu Phuket, Patong, Phuket, Thailand, 83150",1,0,0,0,1,0,0,1,1,0,0,0,0,0,0.0,9.2,8.9,8.1,9.1,9.2,Phuket
Sivana Place Phuket,69,3.0,7.8,"English, Thai",88,"20 Soi Pa Sak 10, Bang Thao, Phuket, Thailand, 83110",0,0,0,0,1,0,0,1,1,0,0,1,1,0,0.0,8.3,7.7,6.7,8.1,8.0,Phuket
Esmeralda View Resort (SHA Plus+),133,3.0,8.9,"English, Thai",342,"63/7 moo4, Koh Yao Yai Sub-district, Koh Yao District, Phang-nga Province, Koh Yao Yai, Phuket, Thailand, 82160",1,0,1,0,1,0,1,0,1,0,0,1,0,0,0.0,9.0,8.2,8.8,8.0,9.1,Phuket
Karon Butterfly Appartment,697,5.0,7.4,"English, Arabic, French, Italian, Thai",11,"266 Patak Road, Karon, Phuket, Thailand, 83100",0,0,0,0,1,0,0,1,1,0,0,0,0,0,0.0,8.2,7.7,7.0,7.7,8.0,Phuket
Bliss Villa at Shambhala Grand,64,0.0,9.6,"English, Thai",18,"Pasak-Koktanod Road, Bang Thao, Phuket, Thailand, 83110",1,0,0,0,0,0,0,1,1,0,0,1,0,0,0.0,9.7,9.7,9.7,9.7,9.7,Phuket
Hop On Phuket,116,0.0,8.2,"English, Thai",117,"34 Soi Niyang 13, Phuket Airport, Phuket, Thailand, 83110",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,8.3,8.0,8.6,8.5,8.0,Phuket
Modern Golf course view Apartment in Sky Park Laguna,73,0.0,7.5,"English, Chinese [Mandarin]",3,"Bang Thao, Phuket, Thailand",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,7.5,7.5,5.0,7.5,6.3,Phuket
Hop On Phuket,216,0.0,8.2,"English, Thai",117,"34 Soi Niyang 13, Phuket Airport, Phuket, Thailand, 83110",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,8.3,8.0,8.6,8.5,8.0,Phuket
Modern Golf course view Apartment in Sky Park Laguna,638,0.0,7.5,"English, Chinese [Mandarin]",3,"Bang Thao, Phuket, Thailand",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,7.5,7.5,5.0,7.5,6.3,Phuket
East Brother Inn 普吉岛东哥客栈,467,3.0,6.5,"English, Chinese [Mandarin], Thai",16,"78/22-24 Nanai Soi 8 Phangmuang Sai Kor Rd., Kathu, Phuket, Patong, Phuket, Thailand, 83000",0,0,0,0,0,1,0,1,1,0,0,1,1,0,0.0,6.3,5.3,7.8,5.9,7.7,Phuket
Firefly Phuket Hotel,69,3.0,6.6,"English, Chinese [Mandarin], Thai",16,"162/86-87 Tambon Patong, Amphoe Kathu, Chang Wat Phuket, Patong, Phuket, Thailand, 83150",0,0,0,0,0,1,1,1,0,0,0,1,0,0,0.0,7.0,6.5,7.5,6.8,6.8,Phuket
Large 3br Boutique Villa w. Pool by Intira Villas,546,4.5,9.6,English,83,"Rawai, Phuket, Thailand",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,9.0,10.0,8.0,10.0,10.0,Phuket
Best Venue Hotel,50,2.0,8.4,"English, Hindi",1,"182 third road patong kathu district phuket, Patong, Phuket, Thailand, 83150",0,0,0,0,1,1,0,1,0,0,0,1,0,0,0.0,7.7,7.1,7.5,7.3,8.0,Phuket
Honeymooner Pool Villa @Seastone,69,4.0,7.9,"English, Chinese [Mandarin], French, German, Russian, Thai",28,"38/45 Khok Tanode Soi 8, Thalang, Phuket, Bang Thao, Phuket, Thailand, 83110",0,0,0,0,1,0,1,1,1,0,1,0,1,0,0.0,8.5,8.5,7.3,9.1,9.5,Phuket
The Title West Wing@Rawai By Siri,77,0.0,8.8,"English, French, Thai",1,"Rawai, Phuket, Thailand",1,0,0,0,0,0,0,1,1,0,1,0,0,0,0.0,10.0,7.5,7.5,10.0,10.0,Phuket
Patong Moon Inn Residence,90,2.0,7.5,"English, Thai",51,"188/25-28 Phang Mung Sai Kor Road, Patong, Phuket, Thailand, 83150",0,0,0,1,0,1,1,1,0,1,0,1,0,0,0.0,7.6,6.2,8.4,7.8,7.7,Phuket
Ocean Houses,355,4.5,7.9,"English, French, Hindi, Portuguese, Spanish, Thai, Ukrainian",24,"Rawai, Phuket, Thailand",0,0,0,0,1,0,0,1,1,1,1,0,0,0,0.0,7.0,7.0,7.3,6.5,8.5,Phuket
Mayfa Hotel (SHA Plus+),494,3.5,7.7,"English, Thai",88,"2/20 Wirathongyok Road, Phuket Town, Phuket, Thailand, 83000",0,0,0,1,0,1,1,1,0,1,1,1,0,0,0.0,7.6,6.4,7.3,8.2,8.0,Phuket
Quality Resort Patong Beach Phuket,563,0.0,9.2,"English, Thai",3,"186 - 20 Thaweewong Road, Patong Subdistrict, Kathu Dis, Patong, Phuket, Thailand",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,9.3,9.3,9.3,9.3,8.7,Phuket
OYO 1150 Sawasdee Orange Phuket Guest House,52,3.0,9.2,"English, Indonesian",2,"54 /11, Wiset Rd, Phuket, 83130, Rawai, Phuket, Thailand, 83130",1,0,0,1,1,0,0,1,0,0,0,0,0,0,0.0,10.0,6.0,10.0,10.0,10.0,Phuket
BB Patong Beach House,129,2.0,8.1,"English, Thai",359,"212/15-16 soi kebsup Rat-u-thid 200 pee Rd., Patong, Phuket, Thailand, 83150",0,0,0,0,1,0,0,1,0,0,0,1,1,0,0.0,7.8,6.8,8.7,8.4,8.0,Phuket
